year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
2013,2014,86,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Meryl Streep,August: Osage County,False
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Sally Hawkins,Blue Jasmine,False
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,August: Osage County,False
2013,2014,86,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Chris Sanders/Kirk DeMicco/Kristine Belson,The Croods,False
2013,2014,86,CINEMATOGRAPHY,CINEMATOGRAPHY,Philippe Le Sourd,The Grandmaster,False
2013,2014,86,COSTUME DESIGN,COSTUME DESIGN,William Chang Suk Ping,The Grandmaster,False
2013,2014,86,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Zachary Heinzerling/Lydia Dean Pilcher,Cutie and the Boxer,False
2013,2014,86,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Jehane Noujaim/Karim Amer,The Square,False
2013,2014,86,FILM EDITING,FILM EDITING,John Mac McMurphy/Martin Pensa,Dallas Buyers Club,False
2013,2014,86,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Denmark,The Hunt,False
2013,2014,86,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Adruitha Lee/Robin Mathews,Dallas Buyers Club,True
2013,2014,86,MUSIC (Original Score),MUSIC (Original Score),William Butler/Owen Pallett,Her,False
2013,2014,86,MUSIC (Original Score),MUSIC (Original Score),Alexandre Desplat,Philomena,False
2013,2014,86,MUSIC (Original Score),MUSIC (Original Score),Thomas Newman,Saving Mr. Banks,False
2013,2014,86,MUSIC (Original Song),MUSIC (Original Song),Karen O/Spike Jonze,Her,False
2013,2014,86,MUSIC (Original Song),MUSIC (Original Song),Paul Hewson/Dave Evans/Adam Clayton/Larry Mullen,Mandela: Long Walk to Freedom,False
2013,2014,86,BEST PICTURE,BEST PICTURE,Robbie Brenner/Rachel Winter,Dallas Buyers Club,False
2013,2014,86,BEST PICTURE,BEST PICTURE,Megan Ellison/Spike Jonze/Vincent Landay,Her,False
2013,2014,86,BEST PICTURE,BEST PICTURE,Gabrielle Tana/Steve Coogan/Tracey Seaward,Philomena,False
2013,2014,86,PRODUCTION DESIGN,ART DIRECTION,K.K. Barrett/Gene Serdena,Her,False
2013,2014,86,SHORT FILM (Animated),SHORT FILM (Animated),Max Lang/Jan Lachauer,Room on the Broom,False
2013,2014,86,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Steve Coogan/Jeff Pope,Philomena,False
2013,2014,86,WRITING (Original Screenplay),WRITING (Original Screenplay),Woody Allen,Blue Jasmine,False
2013,2014,86,WRITING (Original Screenplay),WRITING (Original Screenplay),Craig Borten/Melisa Wallack,Dallas Buyers Club,False
2013,2014,86,WRITING (Original Screenplay),WRITING (Original Screenplay),Spike Jonze,Her,True
2014,2015,87,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Theory of Everything,True
2014,2015,87,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Felicity Jones,The Theory of Everything,False
2014,2015,87,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Dean DeBlois/Bonnie Arnold,How to Train Your Dragon 2,False
2014,2015,87,CINEMATOGRAPHY,CINEMATOGRAPHY,Roger Deakins,Unbroken,False
2014,2015,87,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Orlando von Einsiedel/Joanna Natasegara,Virunga,False
2014,2015,87,MUSIC (Original Score),MUSIC (Original Score),Jóhann Jóhannsson,The Theory of Everything,False
2014,2015,87,BEST PICTURE,BEST PICTURE,Tim Bevan/Eric Fellner/Lisa Bruce/Anthony McCarten,The Theory of Everything,False
2014,2015,87,SOUND EDITING,SOUND EDITING,Becky Sullivan/Andrew DeCristofaro,Unbroken,False
2014,2015,87,SOUND MIXING,SOUND MIXING,Jon Taylor/Frank A. Montaño/David Lee,Unbroken,False
2014,2015,87,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Anthony McCarten,The Theory of Everything,False
2014,2015,87,WRITING (Original Screenplay),WRITING (Original Screenplay),Dan Gilroy,Nightcrawler,False
2015,2016,88,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Bryan Cranston,Trumbo,False
2015,2016,88,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Michael Fassbender,Steve Jobs,False
2015,2016,88,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Danish Girl,False
2015,2016,88,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,Spotlight,False
2015,2016,88,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Cate Blanchett,Carol,False
2015,2016,88,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Brie Larson,Room,True
2015,2016,88,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Joy,False
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Jennifer Jason Leigh,The Hateful Eight,False
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Rooney Mara,Carol,False
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Rachel McAdams,Spotlight,False
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Alicia Vikander,The Danish Girl,True
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,Steve Jobs,False
2015,2016,88,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Alê Abreu,Boy and the World,False
2015,2016,88,CINEMATOGRAPHY,CINEMATOGRAPHY,Ed Lachman,Carol,False
2015,2016,88,CINEMATOGRAPHY,CINEMATOGRAPHY,Robert Richardson,The Hateful Eight,False
2015,2016,88,COSTUME DESIGN,COSTUME DESIGN,Sandy Powell,Carol,False
2015,2016,88,COSTUME DESIGN,COSTUME DESIGN,Paco Delgado,The Danish Girl,False
2015,2016,88,DIRECTING,DIRECTING,Lenny Abrahamson,Room,False
2015,2016,88,DIRECTING,DIRECTING,Tom McCarthy,Spotlight,False
2015,2016,88,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Asif Kapadia/James Gay-Rees,Amy,True
2015,2016,88,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Joshua Oppenheimer/Signe Byrge Sørensen,The Look of Silence,False
2015,2016,88,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Liz Garbus/Amy Hobby/Justin Wilkes,"What Happened, Miss Simone?",False
2015,2016,88,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Evgeny Afineevsky/Den Tolmor,Winter on Fire: Ukraine's Fight for Freedom,False
2015,2016,88,FILM EDITING,FILM EDITING,Tom McArdle,Spotlight,False
2015,2016,88,MUSIC (Original Score),MUSIC (Original Score),Carter Burwell,Carol,False
2015,2016,88,MUSIC (Original Score),MUSIC (Original Score),Ennio Morricone,The Hateful Eight,True
2015,2016,88,BEST PICTURE,BEST PICTURE,Ed Guiney,Room,False
2015,2016,88,BEST PICTURE,BEST PICTURE,Michael Sugar/Steve Golin/Nicole Rocklin/Blye Pagon Faust,Spotlight,True
2015,2016,88,PRODUCTION DESIGN,ART DIRECTION,Eve Stewart/Michael Standish,The Danish Girl,False
2015,2016,88,VISUAL EFFECTS,VISUAL EFFECTS,Andrew Whitehurst/Paul Norris/Mark Ardington/Sara Bennett,Ex Machina,True
2015,2016,88,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Phyllis Nagy,Carol,False
2015,2016,88,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Emma Donoghue,Room,False
2015,2016,88,WRITING (Original Screenplay),WRITING (Original Screenplay),Alex Garland,Ex Machina,False
2015,2016,88,WRITING (Original Screenplay),WRITING (Original Screenplay),Josh Singer/Tom McCarthy,Spotlight,True
2016,2017,89,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Viggo Mortensen,Captain Fantastic,False
2016,2017,89,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,Moonlight,True
2016,2017,89,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Hell or High Water,False
2016,2017,89,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Michael Shannon,Nocturnal Animals,False
2016,2017,89,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Ruth Negga,Loving,False
2016,2017,89,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Naomie Harris,Moonlight,False
2016,2017,89,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Claude Barras/Max Karli,My Life as a Zucchini,False
2016,2017,89,CINEMATOGRAPHY,CINEMATOGRAPHY,James Laxton,Moonlight,False
2016,2017,89,DIRECTING,DIRECTING,Barry Jenkins,Moonlight,False
2016,2017,89,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Gianfranco Rosi/Donatella Palermo,Fire at Sea,False
2016,2017,89,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Raoul Peck/Rémi Grellety/Hébert Peck,I Am Not Your Negro,False
2016,2017,89,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Dan Krauss,Extremis,False
2016,2017,89,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Orlando von Einsiedel/Joanna Natasegara,The White Helmets,True
2016,2017,89,FILM EDITING,FILM EDITING,Jake Roberts,Hell or High Water,False
2016,2017,89,FILM EDITING,FILM EDITING,Nat Sanders/Joi McMillon,Moonlight,False
2016,2017,89,MUSIC (Original Score),MUSIC (Original Score),Nicholas Britell,Moonlight,False
2016,2017,89,BEST PICTURE,BEST PICTURE,Carla Hacken/Julie Yorn,Hell or High Water,False
2016,2017,89,BEST PICTURE,BEST PICTURE,Adele Romanski/Dede Gardner/Jeremy Kleiner,Moonlight,True
2016,2017,89,PRODUCTION DESIGN,ART DIRECTION,Jess Gonchor/Nancy Haigh,"Hail, Caesar!",False
2016,2017,89,VISUAL EFFECTS,VISUAL EFFECTS,Robert Legato/Adam Valdez/Andrew R. Jones/Dan Lemmon,The Jungle Book,True
2016,2017,89,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Barry Jenkins/Tarell Alvin McCraney,Moonlight,True
2016,2017,89,WRITING (Original Screenplay),WRITING (Original Screenplay),Taylor Sheridan,Hell or High Water,False
2016,2017,89,WRITING (Original Screenplay),WRITING (Original Screenplay),Yorgos Lanthimos/Efthimis Filippou,The Lobster,False
2016,2017,89,WRITING (Original Screenplay),WRITING (Original Screenplay),Mike Mills,20th Century Women,False
2017,2018,90,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,The Florida Project,False
2017,2018,90,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Lady Bird,False
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Mary J. Blige,Mudbound,False
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Laurie Metcalf,Lady Bird,False
2017,2018,90,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Nora Twomey/Anthony Leo,The Breadwinner,False
2017,2018,90,CINEMATOGRAPHY,CINEMATOGRAPHY,Rachel Morrison,Mudbound,False
2017,2018,90,DIRECTING,DIRECTING,Greta Gerwig,Lady Bird,False
2017,2018,90,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Bryan Fogel/Dan Cogan,Icarus,True
2017,2018,90,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Yance Ford/Joslyn Barnes,Strong Island,False
2017,2018,90,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Elaine McMillion Sheldon/Kerrin Sheldon,Heroin(e),False
2017,2018,90,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Hungary,On Body and Soul,False
2017,2018,90,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Sweden,The Square,False
2017,2018,90,MUSIC (Original Song),MUSIC (Original Song),Mary J. Blige/Raphael Saadiq/Taura Stinson,Mudbound,False
2017,2018,90,MUSIC (Original Song),MUSIC (Original Song),Diane Warren/Lonnie R. Lynn,Marshall,False
2017,2018,90,BEST PICTURE,BEST PICTURE,Scott Rudin/Eli Bush/Evelyn O'Neill,Lady Bird,False
2017,2018,90,SHORT FILM (Animated),SHORT FILM (Animated),Jakob Schuh/Jan Lachauer,Revolting Rhymes,False
2017,2018,90,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Scott Neustadter/Michael H. Weber,The Disaster Artist,False
2017,2018,90,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Aaron Sorkin,Molly's Game,False
2017,2018,90,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Virgil Williams/Dee Rees,Mudbound,False
2017,2018,90,WRITING (Original Screenplay),WRITING (Original Screenplay),Greta Gerwig,Lady Bird,False
2018,2019,91,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Willem Dafoe,At Eternity's Gate,False
2018,2019,91,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Mamoru Hosoda/Yuichiro Saito,Mirai,False
2018,2019,91,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Bob Persichetti/Peter Ramsey/Rodney Rothman/Phil Lord/Christopher Miller,Spider-Man: Into the Spider-Verse,True
2018,2019,91,COSTUME DESIGN,COSTUME DESIGN,Mary Zophres,The Ballad of Buster Scruggs,False
2018,2019,91,COSTUME DESIGN,COSTUME DESIGN,Ruth Carter,Black Panther,True
2018,2019,91,COSTUME DESIGN,COSTUME DESIGN,Sandy Powell,Mary Poppins Returns,False
2018,2019,91,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Rob Epstein/Jeffrey Friedman,End Game,False
2018,2019,91,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Rayka Zehtabchi/Melissa Berton,Period. End of Sentence.,True
2018,2019,91,MUSIC (Original Score),MUSIC (Original Score),Ludwig Goransson,Black Panther,True
2018,2019,91,MUSIC (Original Score),MUSIC (Original Score),Marc Shaiman,Mary Poppins Returns,False
2018,2019,91,MUSIC (Original Song),MUSIC (Original Song),"Kendrick Lamar/Mark ""Sounwave"" Spears/Anthony ""Top Dawg"" Tiffith/SZA",Black Panther,False
2018,2019,91,MUSIC (Original Song),MUSIC (Original Song),Marc Shaiman/Scott Wittman,Mary Poppins Returns,False
2018,2019,91,MUSIC (Original Song),MUSIC (Original Song),Gillian Welch/David Rawlings,The Ballad of Buster Scruggs,False
2018,2019,91,BEST PICTURE,BEST PICTURE,Kevin Feige,Black Panther,False
2018,2019,91,PRODUCTION DESIGN,ART DIRECTION,Hannah Beachler/Jay Hart,Black Panther,True
2018,2019,91,PRODUCTION DESIGN,ART DIRECTION,John Myhre/Gordon Sim,Mary Poppins Returns,False
2018,2019,91,SHORT FILM (Live Action),SHORT FILM (Live Action),Guy Nattiv/Jaime Ray Newman,Skin,True
2018,2019,91,SOUND EDITING,SOUND EDITING,Benjamin A. Burtt/Steve Boeddeker,Black Panther,False
2018,2019,91,SOUND MIXING,SOUND MIXING,Steve Boeddeker/Brandon Proctor/Peter Devlin,Black Panther,False
2018,2019,91,VISUAL EFFECTS,VISUAL EFFECTS,Dan DeLeeuw/Kelly Port/Russell Earl/Dan Sudick,Avengers: Infinity War,False
2018,2019,91,VISUAL EFFECTS,VISUAL EFFECTS,Christopher Lawrence/Michael Eames/Theo Jones/Chris Corbould,Christopher Robin,False
2018,2019,91,VISUAL EFFECTS,VISUAL EFFECTS,Rob Bredow/Patrick Tubach/Neal Scanlan/Dominic Tuohy,Solo: A Star Wars Story,False
2018,2019,91,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Joel Coen/Ethan Coen,The Ballad of Buster Scruggs,False
2019,2020,92,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Adam Driver,Marriage Story,False
2019,2020,92,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Joker,True
2019,2020,92,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Jonathan Pryce,The Two Popes,False
2019,2020,92,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Anthony Hopkins,The Two Popes,False
2019,2020,92,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Irishman,False
2019,2020,92,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Joe Pesci,The Irishman,False
2019,2020,92,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Scarlett Johansson,Marriage Story,False
2019,2020,92,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Charlize Theron,Bombshell,False
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Laura Dern,Marriage Story,True
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Margot Robbie,Bombshell,False
2019,2020,92,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Jérémy Clapin/Marc du Pontavice,I Lost My Body,False
2019,2020,92,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Sergio Pablos/Jinko Gotoh/Marisa Román,Klaus,False
2019,2020,92,CINEMATOGRAPHY,CINEMATOGRAPHY,Rodrigo Prieto,The Irishman,False
2019,2020,92,CINEMATOGRAPHY,CINEMATOGRAPHY,Lawrence Sher,Joker,False
2019,2020,92,COSTUME DESIGN,COSTUME DESIGN,Sandy Powell/Christopher Peterson,The Irishman,False
2019,2020,92,COSTUME DESIGN,COSTUME DESIGN,Mark Bridges,Joker,False
2019,2020,92,DIRECTING,DIRECTING,Martin Scorsese,The Irishman,False
2019,2020,92,DIRECTING,DIRECTING,Todd Phillips,Joker,False
2019,2020,92,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Steven Bognar/Julia Reichert/Jeff Reichert,American Factory,True
2019,2020,92,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Petra Costa/Joanna Natasegara/Shane Boris/Tiago Pavan,The Edge of Democracy,False
2019,2020,92,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),John Haptas/Kristine Samuelson,Life Overtakes Me,False
2019,2020,92,FILM EDITING,FILM EDITING,Thelma Schoonmaker,The Irishman,False
2019,2020,92,FILM EDITING,FILM EDITING,Jeff Groth,Joker,False
2019,2020,92,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,France,Les Misérables,False
2019,2020,92,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Kazu Hiro/Anne Morgan/Vivian Baker,Bombshell,True
2019,2020,92,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Nicki Ledermann/Kay Georgiou,Joker,False
2019,2020,92,MUSIC (Original Score),MUSIC (Original Score),Hildur Guðnadóttir,Joker,True
2019,2020,92,MUSIC (Original Score),MUSIC (Original Score),Randy Newman,Marriage Story,False
2019,2020,92,BEST PICTURE,BEST PICTURE,Martin Scorsese/Robert De Niro/Jane Rosenthal/Emma Tillinger Koskoff,The Irishman,False
2019,2020,92,BEST PICTURE,BEST PICTURE,Todd Phillips/Bradley Cooper/Emma Tillinger Koskoff,Joker,False
2019,2020,92,BEST PICTURE,BEST PICTURE,Noah Baumbach/David Heyman,Marriage Story,False
2019,2020,92,PRODUCTION DESIGN,ART DIRECTION,Bob Shaw/Regina Graves,The Irishman,False
2019,2020,92,SHORT FILM (Live Action),SHORT FILM (Live Action),Meryam Joobeur/Maria Gracia Turgeon,Brotherhood,False
2019,2020,92,SOUND EDITING,SOUND EDITING,Alan Robert Murray,Joker,False
2019,2020,92,SOUND MIXING,SOUND MIXING,Tom Ozanich/Dean Zupancic/Tod Maitland,Joker,False
2019,2020,92,VISUAL EFFECTS,VISUAL EFFECTS,Pablo Helman/Leandro Estebecorena/Nelson Sepulveda-Fauser/Stephane Grabli,The Irishman,False
2019,2020,92,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Steven Zaillian,The Irishman,False
2019,2020,92,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Todd Phillips/Scott Silver,Joker,False
2019,2020,92,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Anthony McCarten,The Two Popes,False
2019,2020,92,WRITING (Original Screenplay),WRITING (Original Screenplay),Noah Baumbach,Marriage Story,False
2020,2021,93,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Chadwick Boseman,Ma Rainey's Black Bottom,False
2020,2021,93,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Sacha Baron Cohen,The Trial of the Chicago 7,False
2020,2021,93,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Viola Davis,Ma Rainey's Black Bottom,False
2020,2021,93,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Vanessa Kirby,Pieces of a Woman,False
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Glenn Close,Hillbilly Elegy,False
2020,2021,93,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Glen Keane/Gennie Rim/Peilin Chou,Over the Moon,False
2020,2021,93,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Richard Phelan/Will Becher/Paul Kewley,A Shaun the Sheep Movie: Farmageddon,False
2020,2021,93,CINEMATOGRAPHY,CINEMATOGRAPHY,Phedon Papamichael,The Trial of the Chicago 7,False
2020,2021,93,COSTUME DESIGN,COSTUME DESIGN,Ann Roth,Ma Rainey's Black Bottom,True
2020,2021,93,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Pippa Ehrlich/James Reed/Craig Foster,My Octopus Teacher,True
2020,2021,93,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Sophia Nahli Allison/Janice Duncan,A Love Song for Latasha,False
2020,2021,93,FILM EDITING,FILM EDITING,Alan Baumgarten,The Trial of the Chicago 7,False
2020,2021,93,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Eryn Krueger Mekash/Matthew Mungle/Patricia Dehaney,Hillbilly Elegy,False
2020,2021,93,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Sergio Lopez-Rivera/Mia Neal/Jamika Wilson,Ma Rainey's Black Bottom,True
2020,2021,93,MUSIC (Original Score),MUSIC (Original Score),Terence Blanchard,Da 5 Bloods,False
2020,2021,93,MUSIC (Original Song),MUSIC (Original Song),Daniel Pemberton/Celeste Waite,The Trial of the Chicago 7,False
2020,2021,93,MUSIC (Original Song),MUSIC (Original Song),Savan Kotecha/Fat Max Gsus/Rickard Göransson,Eurovision Song Contest: The Story of Fire Saga,False
2020,2021,93,BEST PICTURE,BEST PICTURE,Marc Platt/Stuart Besser,The Trial of the Chicago 7,False
2020,2021,93,PRODUCTION DESIGN,ART DIRECTION,Mark Ricker/Karen O'Hara/Diana Stoughton,Ma Rainey's Black Bottom,False
2020,2021,93,SHORT FILM (Animated),SHORT FILM (Animated),Will McCormack/Michael Govier,If Anything Happens I Love You,True
2020,2021,93,SHORT FILM (Live Action),SHORT FILM (Live Action),Farah Nabulsi/Ossama Bawardi,The Present,False
2020,2021,93,SHORT FILM (Live Action),SHORT FILM (Live Action),Travon Free/Martin Desmond Roe,Two Distant Strangers,True
2020,2021,93,VISUAL EFFECTS,VISUAL EFFECTS,Matthew Kasmir/Christopher Lawrence/Max Solomon/David Watkins,The Midnight Sky,False
2020,2021,93,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Ramin Bahrani,The White Tiger,False
2020,2021,93,WRITING (Original Screenplay),WRITING (Original Screenplay),Aaron Sorkin,The Trial of the Chicago 7,False
2021,2022,94,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Matt Ogens/Geoff McLean,Audible,False
2022,2023,95,INTERNATIONAL FEATURE FILM,INTERNATIONAL FEATURE FILM,Belgium,Close,False
2024,2025,97,CINEMATOGRAPHY,CINEMATOGRAPHY,Ed Lachman,Maria,False
